Country,GH_Gas,date,Country,Data source,GH_Gas,Unit,max_year,date,Agriculture,Energy,Industrial Processes,Land-Use Change and Forestry,Other,Solvent and Other Product Use,Total GHG emissions with LULUCF,Total GHG emissions without LULUCF,Waste
Latvia,Aggregate GHGs,1991-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,5.22,17.83,0.59,-10.24,,,14.12,24.37,0.73
Latvia,Aggregate GHGs,1992-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,4.15,14.46,0.31,-10.6,,,9.01,19.62,0.7
Latvia,Aggregate GHGs,1993-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,3.06,12.36,0.15,-10.56,,,5.63,16.2,0.62
Latvia,Aggregate GHGs,1994-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,2.76,10.7,0.2,-13.47,,,0.8,14.27,0.61
Latvia,Aggregate GHGs,1995-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,2.6,9.46,0.21,-12.38,,,0.52,12.89,0.62
Latvia,Aggregate GHGs,1996-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,2.55,9.53,0.22,-12.64,,,0.29,12.93,0.63
Latvia,Aggregate GHGs,1997-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,2.53,8.97,0.24,-10.95,,,1.44,12.38,0.65
Latvia,Aggregate GHGs,1998-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,2.42,8.56,0.25,-10.06,,,1.83,11.88,0.66
Latvia,Aggregate GHGs,1999-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,2.23,7.93,0.28,-6.46,,,4.64,11.1,0.67
Latvia,Aggregate GHGs,2000-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,2.25,7.31,0.23,-8.75,,,1.74,10.49,0.69
Latvia,Aggregate GHGs,2001-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,2.36,7.73,0.26,-9.55,,,1.52,11.06,0.71
Latvia,Aggregate GHGs,2002-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,2.34,7.74,0.27,-7.79,,,3.26,11.04,0.69
Latvia,Aggregate GHGs,2003-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,2.38,7.92,0.29,-7.39,,,3.83,11.22,0.63
Latvia,Aggregate GHGs,2004-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,2.31,7.95,0.33,-3.72,,,7.49,11.21,0.62
Latvia,Aggregate GHGs,2005-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,2.38,8.05,0.32,-3.18,,,8.2,11.39,0.63
Latvia,Aggregate GHGs,2006-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,2.38,8.49,0.38,-3.85,,,8.03,11.88,0.63
Latvia,Aggregate GHGs,2007-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,2.48,8.82,0.4,-4.2,,,8.14,12.34,0.64
Latvia,Aggregate GHGs,2008-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,2.45,8.36,0.42,-4.67,,,7.21,11.87,0.64
Latvia,Aggregate GHGs,2009-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,2.46,7.65,0.42,-2.0,,,9.17,11.18,0.65
Latvia,Aggregate GHGs,2010-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,2.48,8.45,0.7,0.08,,,12.36,12.28,0.65
Latvia,Aggregate GHGs,2011-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,2.49,7.58,0.8,0.01,,,11.5,11.49,0.63
Latvia,Aggregate GHGs,2012-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,2.58,7.27,0.86,-2.06,,,9.26,11.33,0.62
Latvia,Aggregate GHGs,2013-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,2.63,7.21,0.81,-1.32,,,9.94,11.26,0.6
Latvia,Aggregate GHGs,2014-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,2.71,7.05,0.82,3.04,,,14.21,11.17,0.6
Latvia,Aggregate GHGs,2015-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,2.77,7.17,0.76,1.7,,,12.95,11.26,0.56
Latvia,Aggregate GHGs,2016-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,2.77,7.25,0.66,-0.31,,,10.96,11.27,0.6
Latvia,Aggregate GHGs,2017-01-01,Latvia,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,2.78,7.23,0.73,-1.71,,,9.6,11.31,0.57
Lebanon,Aggregate GHGs,1994-01-01,Lebanon,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,1994-01-01,1.1,11.78,1.92,0.21,,,15.91,15.7,0.9
Lebanon,Aggregate GHGs,2000-01-01,Lebanon,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,2000-01-01,1.07,13.85,1.79,-0.08,,,18.37,18.45,1.74
Lebanon,Aggregate GHGs,2011-01-01,Lebanon,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,2011-01-01,0.87,18.29,2.58,-3.2,,,21.28,24.48,2.74
Lebanon,Aggregate GHGs,2012-01-01,Lebanon,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,2012-01-01,0.88,19.96,2.56,-3.04,,,23.19,26.22,2.83
Lebanon,Aggregate GHGs,2013-01-01,Lebanon,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2013,2013-01-01,0.99,20.78,2.55,-3.37,,,22.77,26.13,1.83
Lesotho,Aggregate GHGs,1994-01-01,Lesotho,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,1994-01-01,0.94,0.83,,1.26,,,3.08,1.82,0.05
Lesotho,Aggregate GHGs,2000-01-01,Lesotho,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,2.23,1.08,,-1.38,,,2.13,3.51,0.2
Liberia,Aggregate GHGs,2000-01-01,Liberia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2000,2000-01-01,2.56,5.41,,-96.81,,,-88.79,8.02,0.05
Liechtenstein,Aggregate GHGs,1990-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,0.03,0.2,0.0,0.01,,,0.24,0.23,0.0
Liechtenstein,Aggregate GHGs,1991-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,0.03,0.21,0.0,-0.01,,,0.23,0.24,0.0
Liechtenstein,Aggregate GHGs,1992-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,0.02,0.21,0.0,0.0,,,0.24,0.24,0.0
Liechtenstein,Aggregate GHGs,1993-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,0.02,0.22,0.0,0.0,,,0.24,0.24,0.0
Liechtenstein,Aggregate GHGs,1994-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,0.02,0.2,0.0,0.02,,,0.25,0.23,0.0
Liechtenstein,Aggregate GHGs,1995-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,0.02,0.21,0.0,0.0,,,0.24,0.23,0.0
Liechtenstein,Aggregate GHGs,1996-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,0.02,0.21,0.0,0.0,,,0.23,0.24,0.0
Liechtenstein,Aggregate GHGs,1997-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,0.02,0.22,0.0,0.01,,,0.26,0.25,0.0
Liechtenstein,Aggregate GHGs,1998-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,0.02,0.23,0.0,0.0,,,0.26,0.26,0.0
Liechtenstein,Aggregate GHGs,1999-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,0.02,0.23,0.0,0.0,,,0.26,0.26,0.0
Liechtenstein,Aggregate GHGs,2000-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,0.02,0.22,0.0,0.02,,,0.27,0.25,0.0
Liechtenstein,Aggregate GHGs,2001-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,0.02,0.22,0.01,0.0,,,0.25,0.25,0.0
Liechtenstein,Aggregate GHGs,2002-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,0.02,0.22,0.01,0.0,,,0.26,0.25,0.0
Liechtenstein,Aggregate GHGs,2003-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,0.02,0.23,0.01,0.01,,,0.27,0.26,0.0
Liechtenstein,Aggregate GHGs,2004-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,0.02,0.23,0.01,0.01,,,0.27,0.26,0.0
Liechtenstein,Aggregate GHGs,2005-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,0.02,0.23,0.01,0.01,,,0.27,0.26,0.0
Liechtenstein,Aggregate GHGs,2006-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,0.02,0.23,0.01,0.01,,,0.28,0.27,0.0
Liechtenstein,Aggregate GHGs,2007-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,0.02,0.2,0.01,0.02,,,0.26,0.24,0.0
Liechtenstein,Aggregate GHGs,2008-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,0.03,0.22,0.01,0.02,,,0.28,0.26,0.0
Liechtenstein,Aggregate GHGs,2009-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,0.02,0.21,0.01,0.02,,,0.27,0.24,0.0
Liechtenstein,Aggregate GHGs,2010-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,0.02,0.19,0.01,0.02,,,0.25,0.23,0.0
Liechtenstein,Aggregate GHGs,2011-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,0.02,0.18,0.01,0.02,,,0.24,0.22,0.0
Liechtenstein,Aggregate GHGs,2012-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,0.03,0.19,0.01,0.02,,,0.25,0.23,0.0
Liechtenstein,Aggregate GHGs,2013-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,0.02,0.2,0.01,0.02,,,0.25,0.23,0.0
Liechtenstein,Aggregate GHGs,2014-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,0.02,0.16,0.01,0.02,,,0.22,0.2,0.0
Liechtenstein,Aggregate GHGs,2015-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,0.02,0.16,0.01,0.01,,,0.21,0.2,0.0
Liechtenstein,Aggregate GHGs,2016-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,0.02,0.15,0.01,0.01,,,0.2,0.19,0.0
Liechtenstein,Aggregate GHGs,2017-01-01,Liechtenstein,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,0.02,0.16,0.01,0.01,,,0.2,0.19,0.0
Lithuania,Aggregate GHGs,1990-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,9.04,33.12,4.48,-5.06,,,43.15,48.21,1.57
Lithuania,Aggregate GHGs,1991-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,8.92,35.19,4.51,-5.1,,,45.11,50.21,1.6
Lithuania,Aggregate GHGs,1992-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,6.81,19.89,2.67,-4.75,,,26.19,30.94,1.57
Lithuania,Aggregate GHGs,1993-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,5.49,16.01,1.74,-5.74,,,19.1,24.83,1.59
Lithuania,Aggregate GHGs,1994-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,4.85,15.05,1.94,-5.19,,,18.19,23.38,1.54
Lithuania,Aggregate GHGs,1995-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,4.49,14.07,2.22,-3.94,,,18.41,22.35,1.57
Lithuania,Aggregate GHGs,1996-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,4.67,14.52,2.61,1.27,,,24.65,23.37,1.57
Lithuania,Aggregate GHGs,1997-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,4.7,14.05,2.58,0.19,,,23.09,22.91,1.57
Lithuania,Aggregate GHGs,1998-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,4.56,14.74,2.98,-7.17,,,16.68,23.84,1.56
Lithuania,Aggregate GHGs,1999-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,4.25,12.36,2.92,-6.3,,,14.76,21.06,1.53
Lithuania,Aggregate GHGs,2000-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,4.08,10.81,3.08,-8.56,,,10.94,19.5,1.54
Lithuania,Aggregate GHGs,2001-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,3.91,11.44,3.32,-6.49,,,13.76,20.25,1.58
Lithuania,Aggregate GHGs,2002-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,4.06,11.53,3.5,-5.49,,,15.16,20.65,1.57
Lithuania,Aggregate GHGs,2003-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,4.14,11.53,3.58,-5.07,,,15.74,20.81,1.55
Lithuania,Aggregate GHGs,2004-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,4.18,12.17,3.77,-4.41,,,17.24,21.65,1.53
Lithuania,Aggregate GHGs,2005-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,4.21,13.05,4.11,-3.73,,,19.12,22.85,1.49
Lithuania,Aggregate GHGs,2006-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,4.2,13.12,4.37,-1.99,,,21.15,23.14,1.45
Lithuania,Aggregate GHGs,2007-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,4.34,13.38,6.14,-3.87,,,21.42,25.29,1.43
Lithuania,Aggregate GHGs,2008-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,4.24,13.2,5.47,-4.5,,,19.82,24.32,1.41
Lithuania,Aggregate GHGs,2009-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,4.32,11.93,2.29,-5.67,,,14.24,19.91,1.37
Lithuania,Aggregate GHGs,2010-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,4.27,12.88,2.24,-8.98,,,11.75,20.73,1.34
Lithuania,Aggregate GHGs,2011-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,4.3,12.03,3.72,-8.8,,,12.49,21.29,1.24
Lithuania,Aggregate GHGs,2012-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,4.38,12.08,3.57,-8.26,,,12.97,21.23,1.21
Lithuania,Aggregate GHGs,2013-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,4.35,11.42,3.0,-7.8,,,12.15,19.95,1.17
Lithuania,Aggregate GHGs,2014-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,4.56,11.05,3.19,-6.47,,,13.44,19.91,1.11
Lithuania,Aggregate GHGs,2015-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,4.6,11.05,3.51,-3.88,,,16.33,20.21,1.04
Lithuania,Aggregate GHGs,2016-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,4.48,11.34,3.34,-6.03,,,14.15,20.19,1.02
Lithuania,Aggregate GHGs,2017-01-01,Lithuania,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,4.4,11.34,3.64,-5.3,,,15.12,20.42,1.04
Luxembourg,Aggregate GHGs,1990-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1990-01-01,0.71,10.3,1.64,0.12,,,12.88,12.76,0.11
Luxembourg,Aggregate GHGs,1991-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1991-01-01,0.73,11.01,1.56,-0.17,,,13.23,13.4,0.11
Luxembourg,Aggregate GHGs,1992-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1992-01-01,0.7,10.83,1.5,-0.52,,,12.61,13.13,0.11
Luxembourg,Aggregate GHGs,1993-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1993-01-01,0.7,11.0,1.48,-0.62,,,12.67,13.29,0.11
Luxembourg,Aggregate GHGs,1994-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1994-01-01,0.69,10.28,1.39,-0.42,,,12.05,12.47,0.1
Luxembourg,Aggregate GHGs,1995-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1995-01-01,0.71,8.25,1.03,-0.53,,,9.56,10.09,0.1
Luxembourg,Aggregate GHGs,1996-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1996-01-01,0.72,8.36,0.97,-0.57,,,9.58,10.15,0.1
Luxembourg,Aggregate GHGs,1997-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1997-01-01,0.71,7.82,0.87,-0.66,,,8.84,9.5,0.11
Luxembourg,Aggregate GHGs,1998-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1998-01-01,0.71,7.1,0.71,-0.54,,,8.09,8.63,0.11
Luxembourg,Aggregate GHGs,1999-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,1999-01-01,0.71,7.52,0.75,-0.64,,,8.45,9.09,0.11
Luxembourg,Aggregate GHGs,2000-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2000-01-01,0.71,8.09,0.78,-0.67,,,9.01,9.68,0.1
Luxembourg,Aggregate GHGs,2001-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2001-01-01,0.69,8.64,0.73,-0.68,,,9.48,10.17,0.1
Luxembourg,Aggregate GHGs,2002-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2002-01-01,0.67,9.41,0.75,-0.68,,,10.26,10.94,0.1
Luxembourg,Aggregate GHGs,2003-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2003-01-01,0.64,9.94,0.7,-0.64,,,10.74,11.38,0.11
Luxembourg,Aggregate GHGs,2004-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2004-01-01,0.66,11.27,0.76,-0.65,,,12.13,12.78,0.1
Luxembourg,Aggregate GHGs,2005-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2005-01-01,0.64,11.55,0.73,-0.6,,,12.42,13.02,0.1
Luxembourg,Aggregate GHGs,2006-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2006-01-01,0.63,11.33,0.78,-0.51,,,12.34,12.85,0.1
Luxembourg,Aggregate GHGs,2007-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2007-01-01,0.65,10.74,0.78,-0.43,,,11.84,12.27,0.11
Luxembourg,Aggregate GHGs,2008-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2008-01-01,0.66,10.66,0.72,-0.45,,,11.71,12.15,0.11
Luxembourg,Aggregate GHGs,2009-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2009-01-01,0.67,10.18,0.65,-0.42,,,11.18,11.61,0.11
Luxembourg,Aggregate GHGs,2010-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2010-01-01,0.67,10.74,0.68,-0.09,,,12.09,12.18,0.1
Luxembourg,Aggregate GHGs,2011-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2011-01-01,0.67,10.61,0.69,-0.22,,,11.84,12.06,0.09
Luxembourg,Aggregate GHGs,2012-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2012-01-01,0.65,10.41,0.63,-0.31,,,11.47,11.78,0.09
Luxembourg,Aggregate GHGs,2013-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2013-01-01,0.66,9.87,0.62,-0.5,,,10.74,11.24,0.09
Luxembourg,Aggregate GHGs,2014-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2014-01-01,0.68,9.39,0.63,-0.42,,,10.37,10.79,0.09
Luxembourg,Aggregate GHGs,2015-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2015-01-01,0.69,8.9,0.63,-0.36,,,9.93,10.29,0.09
Luxembourg,Aggregate GHGs,2016-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2016-01-01,0.7,8.61,0.65,-0.45,,,9.6,10.05,0.08
Luxembourg,Aggregate GHGs,2017-01-01,Luxembourg,UNFCCC_AI,Aggregate GHGs,MtCO₂e,2017,2017-01-01,0.71,8.78,0.66,-0.34,,,9.89,10.24,0.08
Macedonia,Aggregate GHGs,1990-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1990-01-01,1.91,9.74,0.82,-1.35,,,11.91,13.26,0.79
Macedonia,Aggregate GHGs,1991-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1991-01-01,1.87,9.0,0.84,-1.65,,,10.85,12.5,0.79
Macedonia,Aggregate GHGs,1992-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1992-01-01,1.88,8.31,0.89,-1.42,,,10.46,11.88,0.81
Macedonia,Aggregate GHGs,1993-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1993-01-01,1.86,8.86,0.77,-1.23,,,11.06,12.29,0.81
Macedonia,Aggregate GHGs,1994-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1994-01-01,1.89,8.64,0.77,-1.62,,,10.43,12.05,0.75
Macedonia,Aggregate GHGs,1995-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1995-01-01,1.83,8.73,0.74,-1.86,,,10.21,12.08,0.78
Macedonia,Aggregate GHGs,1996-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1996-01-01,1.68,8.39,0.76,-1.81,,,9.8,11.61,0.79
Macedonia,Aggregate GHGs,1997-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1997-01-01,1.57,9.04,0.84,-2.14,,,10.13,12.27,0.82
Macedonia,Aggregate GHGs,1998-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1998-01-01,1.46,9.78,0.83,-2.31,,,10.59,12.9,0.83
Macedonia,Aggregate GHGs,1999-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,1999-01-01,1.38,9.54,0.69,-2.17,,,10.27,12.44,0.83
Macedonia,Aggregate GHGs,2000-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2000-01-01,1.38,9.07,0.8,-1.04,,,11.05,12.09,0.84
Macedonia,Aggregate GHGs,2001-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2001-01-01,1.31,9.22,0.75,-2.35,,,9.77,12.12,0.84
Macedonia,Aggregate GHGs,2002-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2002-01-01,1.07,9.62,0.7,-2.62,,,9.61,12.23,0.84
Macedonia,Aggregate GHGs,2003-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2003-01-01,1.73,9.06,0.58,-0.98,,,11.31,12.28,0.92
Macedonia,Aggregate GHGs,2004-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2004-01-01,1.79,8.73,0.97,-0.99,,,11.43,12.42,0.92
Macedonia,Aggregate GHGs,2005-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2005-01-01,1.58,9.46,1.07,-1.1,,,11.94,13.03,0.93
Macedonia,Aggregate GHGs,2006-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2006-01-01,1.68,8.54,0.78,-0.93,,,11.01,11.94,0.93
Macedonia,Aggregate GHGs,2007-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2007-01-01,1.5,9.03,0.93,-0.23,,,12.18,12.4,0.94
Macedonia,Aggregate GHGs,2008-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2008-01-01,1.4,9.15,0.98,-0.77,,,11.71,12.48,0.95
Macedonia,Aggregate GHGs,2009-01-01,Macedonia,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2009,2009-01-01,1.32,8.76,0.45,-1.15,,,10.34,11.49,0.96
Madagascar,Aggregate GHGs,1994-01-01,Madagascar,UNFCCC_NAI,Aggregate GHGs,MtCO₂e,2010,1994-01-01,19.79,1.92,0.01,-238.97,,,-217.04,21.93,0.21
